id,waktu,hari,idlampu,status
1361,209,5,1,0
1362,210,5,1,0
1363,211,5,1,0
1364,212,5,1,0
1365,213,5,1,0
1366,214,5,1,0
1367,215,5,1,0
1368,216,5,1,0
1369,217,5,1,0
1370,218,5,1,0
1371,219,5,1,0
1372,220,5,1,0
1373,221,5,1,0
1374,222,5,1,0
1375,223,5,1,0
1376,224,5,1,0
1377,225,5,1,0
1378,226,5,1,0
1379,227,5,1,0
1380,228,5,1,0
1381,229,5,1,0
1382,230,5,1,0
1383,231,5,1,0
1384,232,5,1,0
1385,233,5,1,0
1386,234,5,1,0
1387,235,5,1,0
1388,236,5,1,0
1389,237,5,1,0
1390,238,5,1,0
1391,239,5,1,0
1392,240,5,1,0
1393,241,5,1,0
1394,242,5,1,0
1395,243,5,1,0
1396,244,5,1,0
1397,245,5,1,0
1398,246,5,1,0
1399,247,5,1,0
1400,248,5,1,0
1401,249,5,1,0
1402,250,5,1,0
1403,251,5,1,0
1404,252,5,1,0
1405,253,5,1,0
1406,254,5,1,0
1407,255,5,1,0
1408,256,5,1,0
1409,257,5,1,0
1410,258,5,1,0
1411,259,5,1,0
1412,260,5,1,0
1413,261,5,1,0
1414,262,5,1,0
1415,263,5,1,0
1416,264,5,1,0
1417,265,5,1,0
1418,266,5,1,0
1419,267,5,1,0
1420,268,5,1,0
1421,269,5,1,0
1422,270,5,1,0
1423,271,5,1,0
1424,272,5,1,0
1425,273,5,1,0
1426,274,5,1,0
1427,275,5,1,0
1428,276,5,1,0
1429,277,5,1,0
1430,278,5,1,0
1431,279,5,1,0
1432,280,5,1,0
1433,281,5,1,0
1434,282,5,1,0
1435,283,5,1,0
1436,284,5,1,0
1437,285,5,1,0
1438,286,5,1,0
1439,287,5,1,0
1440,288,5,1,0
1441,1,6,1,0
1442,2,6,1,0
1443,3,6,1,0
1444,4,6,1,0
1445,5,6,1,0
1446,6,6,1,0
1447,7,6,1,0
1448,8,6,1,0
1449,9,6,1,0
1450,10,6,1,0
1451,11,6,1,0
1452,12,6,1,0
1453,13,6,1,0
1454,14,6,1,0
1455,15,6,1,0
1456,16,6,1,0
1457,17,6,1,0
1458,18,6,1,0
1459,19,6,1,0
1460,20,6,1,0
1461,21,6,1,0
1462,22,6,1,0
1463,23,6,1,0
1464,24,6,1,0
1465,25,6,1,0
1466,26,6,1,0
1467,27,6,1,0
1468,28,6,1,0
1469,29,6,1,0
1470,30,6,1,0
1471,31,6,1,0
1472,32,6,1,0
1473,33,6,1,0
1474,34,6,1,0
1475,35,6,1,0
1476,36,6,1,0
1477,37,6,1,0
1478,38,6,1,0
1479,39,6,1,0
1480,40,6,1,0
1481,41,6,1,0
1482,42,6,1,0
1483,43,6,1,0
1484,44,6,1,0
1485,45,6,1,0
1486,46,6,1,0
1487,47,6,1,0
1488,48,6,1,0
1489,49,6,1,0
1490,50,6,1,0
1491,51,6,1,0
1492,52,6,1,0
1493,53,6,1,0
1494,54,6,1,0
1495,55,6,1,0
1496,56,6,1,0
1497,57,6,1,0
1498,58,6,1,0
1499,59,6,1,0
1500,60,6,1,0
1501,61,6,1,0
1502,62,6,1,0
1503,63,6,1,0
1504,64,6,1,0
1505,65,6,1,0
1506,66,6,1,0
1507,67,6,1,0
1508,68,6,1,0
1509,69,6,1,0
1510,70,6,1,0
1511,71,6,1,0
1512,72,6,1,0
1513,73,6,1,0
1514,74,6,1,0
1515,75,6,1,0
1516,76,6,1,0
1517,77,6,1,0
1518,78,6,1,0
1519,79,6,1,0
1520,80,6,1,0
1521,81,6,1,0
1522,82,6,1,0
1523,83,6,1,0
1524,84,6,1,0
1525,85,6,1,0
1526,86,6,1,0
1527,87,6,1,0
1528,88,6,1,0
1529,89,6,1,0
1530,90,6,1,0
1531,91,6,1,0
1532,92,6,1,0
1533,93,6,1,0
1534,94,6,1,0
1535,95,6,1,0
1536,96,6,1,0
1537,97,6,1,0
1538,98,6,1,0
1539,99,6,1,0
1540,100,6,1,0
1541,101,6,1,0
1542,102,6,1,0
1543,103,6,1,0
1544,104,6,1,1
1545,105,6,1,1
1546,106,6,1,1
1547,107,6,1,1
1548,108,6,1,1
1549,109,6,1,1
1550,110,6,1,1
1551,111,6,1,1
1552,112,6,1,1
1553,113,6,1,1
1554,114,6,1,1
1555,115,6,1,1
1556,116,6,1,1
1557,117,6,1,1
1558,118,6,1,1
1559,119,6,1,1
1560,120,6,1,1
1561,121,6,1,1
1562,122,6,1,1
1563,123,6,1,1
1564,124,6,1,1
1565,125,6,1,1
1566,126,6,1,1
1567,127,6,1,1
1568,128,6,1,1
1569,129,6,1,1
1570,130,6,1,1
1571,131,6,1,1
1572,132,6,1,1
1573,133,6,1,1
1574,134,6,1,1
1575,135,6,1,1
1576,136,6,1,1
1577,137,6,1,1
1578,138,6,1,1
1579,139,6,1,1
1580,140,6,1,1
1581,141,6,1,1
1582,142,6,1,1
1583,143,6,1,1
1584,144,6,1,1
1585,145,6,1,1
1586,146,6,1,1
1587,147,6,1,1
1588,148,6,1,1
1589,149,6,1,1
1590,150,6,1,1
1591,151,6,1,1
1592,152,6,1,1
1593,153,6,1,1
1594,154,6,1,1
1595,155,6,1,1
1596,156,6,1,1
1597,157,6,1,0
1598,158,6,1,0
1599,159,6,1,0
1600,160,6,1,0
1601,161,6,1,0
1602,162,6,1,0
1603,163,6,1,0
1604,164,6,1,0
1605,165,6,1,0
1606,166,6,1,0
1607,167,6,1,0
1608,168,6,1,0
1609,169,6,1,0
1610,170,6,1,0
1611,171,6,1,0
1612,172,6,1,0
1613,173,6,1,0
1614,174,6,1,0
1615,175,6,1,0
1616,176,6,1,0
1617,177,6,1,0
1618,178,6,1,0
1619,179,6,1,0
1620,180,6,1,0
1621,181,6,1,0
1622,182,6,1,0
1623,183,6,1,0
1624,184,6,1,0
1625,185,6,1,0
1626,186,6,1,0
1627,187,6,1,0
1628,188,6,1,0
1629,189,6,1,0
1630,190,6,1,0
1631,191,6,1,0
1632,192,6,1,0
1633,193,6,1,0
1634,194,6,1,0
1635,195,6,1,0
1636,196,6,1,0
1637,197,6,1,0
1638,198,6,1,0
1639,199,6,1,0
1640,200,6,1,0
1641,201,6,1,0
1642,202,6,1,0
1643,203,6,1,0
1644,204,6,1,0
1645,205,6,1,0
1646,206,6,1,0
1647,207,6,1,0
1648,208,6,1,0
1649,209,6,1,0
1650,210,6,1,0
1651,211,6,1,0
1652,212,6,1,0
1653,213,6,1,0
1654,214,6,1,0
1655,215,6,1,0
1656,216,6,1,0
1657,217,6,1,0
1658,218,6,1,0
1659,219,6,1,0
1660,220,6,1,0
1661,221,6,1,0
1662,222,6,1,0
1663,223,6,1,0
1664,224,6,1,0
1665,225,6,1,0
1666,226,6,1,0
1667,227,6,1,0
1668,228,6,1,0
1669,229,6,1,0
1670,230,6,1,0
1671,231,6,1,0
1672,232,6,1,0
1673,233,6,1,0
1674,234,6,1,0
1675,235,6,1,0
1676,236,6,1,0
1677,237,6,1,0
1678,238,6,1,0
1679,239,6,1,0
1680,240,6,1,0
1681,241,6,1,0
1682,242,6,1,0
1683,243,6,1,0
1684,244,6,1,0
1685,245,6,1,0
1686,246,6,1,0
1687,247,6,1,0
1688,248,6,1,0
1689,249,6,1,0
1690,250,6,1,0
1691,251,6,1,0
1692,252,6,1,0
1693,253,6,1,0
1694,254,6,1,0
1695,255,6,1,0
1696,256,6,1,0
1697,257,6,1,0
1698,258,6,1,0
1699,259,6,1,0
1700,260,6,1,0
1701,261,6,1,0
1702,262,6,1,0
1703,263,6,1,0
1704,264,6,1,0
1705,265,6,1,0
1706,266,6,1,0
1707,267,6,1,0
1708,268,6,1,0
1709,269,6,1,0
1710,270,6,1,0
1711,271,6,1,0
1712,272,6,1,0
1713,273,6,1,0
1714,274,6,1,0
1715,275,6,1,0
1716,276,6,1,0
1717,277,6,1,0
1718,278,6,1,0
1719,279,6,1,0
1720,280,6,1,0
1721,281,6,1,0
1722,282,6,1,0
1723,283,6,1,0
1724,284,6,1,0
1725,285,6,1,0
1726,286,6,1,0
1727,287,6,1,0
1728,288,6,1,0
1729,1,7,1,0
1730,2,7,1,0
1731,3,7,1,0
1732,4,7,1,0
1733,5,7,1,0
1734,6,7,1,0
1735,7,7,1,0
1736,8,7,1,0
1737,9,7,1,0
1738,10,7,1,0
1739,11,7,1,0
1740,12,7,1,0
1741,13,7,1,0
1742,14,7,1,0
1743,15,7,1,0
1744,16,7,1,0
1745,17,7,1,0
1746,18,7,1,0
1747,19,7,1,0
1748,20,7,1,0
1749,21,7,1,0
1750,22,7,1,0
1751,23,7,1,0
1752,24,7,1,0
1753,25,7,1,0
1754,26,7,1,0
1755,27,7,1,0
1756,28,7,1,0
1757,29,7,1,0
1758,30,7,1,0
1759,31,7,1,0
1760,32,7,1,0
1761,33,7,1,0
1762,34,7,1,0
1763,35,7,1,0
1764,36,7,1,0
1765,37,7,1,0
1766,38,7,1,0
1767,39,7,1,0
1768,40,7,1,0
1769,41,7,1,0
1770,42,7,1,0
1771,43,7,1,0
1772,44,7,1,0
1773,45,7,1,0
1774,46,7,1,0
1775,47,7,1,0
1776,48,7,1,0
1777,49,7,1,0
1778,50,7,1,0
1779,51,7,1,0
1780,52,7,1,0
1781,53,7,1,0
1782,54,7,1,0
1783,55,7,1,0
1784,56,7,1,0
1785,57,7,1,0
1786,58,7,1,0
1787,59,7,1,0
1788,60,7,1,0
1789,61,7,1,0
1790,62,7,1,0
1791,63,7,1,0
1792,64,7,1,0
1793,65,7,1,0
1794,66,7,1,0
1795,67,7,1,0
1796,68,7,1,0
1797,69,7,1,0
1798,70,7,1,0
1799,71,7,1,0
1800,72,7,1,0
1801,73,7,1,0
1802,74,7,1,0
1803,75,7,1,0
1804,76,7,1,0
1805,77,7,1,0
1806,78,7,1,0
1807,79,7,1,0
1808,80,7,1,0
1809,81,7,1,0
1810,82,7,1,0
1811,83,7,1,0
1812,84,7,1,0
1813,85,7,1,0
1814,86,7,1,0
1815,87,7,1,0
1816,88,7,1,0
1817,89,7,1,0
1818,90,7,1,0
1819,91,7,1,0
1820,92,7,1,0
1821,93,7,1,0
1822,94,7,1,0
1823,95,7,1,0
1824,96,7,1,0
1825,97,7,1,0
1826,98,7,1,0
1827,99,7,1,0
1828,100,7,1,0
1829,101,7,1,0
1830,102,7,1,0
1831,103,7,1,0
1832,104,7,1,0
1833,105,7,1,0
1834,106,7,1,0
1835,107,7,1,0
1836,108,7,1,0
1837,109,7,1,0
1838,110,7,1,0
1839,111,7,1,0
1840,112,7,1,0
1841,113,7,1,0
1842,114,7,1,0
1843,115,7,1,0
1844,116,7,1,0
1845,117,7,1,0
1846,118,7,1,0
1847,119,7,1,0
1848,120,7,1,0
1849,121,7,1,0
1850,122,7,1,0
1851,123,7,1,0
1852,124,7,1,0
1853,125,7,1,0
1854,126,7,1,0
1855,127,7,1,0
1856,128,7,1,0
1857,129,7,1,0
1858,130,7,1,0
1859,131,7,1,0
1860,132,7,1,0
1861,133,7,1,0
1862,134,7,1,0
1863,135,7,1,0
1864,136,7,1,0
1865,137,7,1,0
1866,138,7,1,0
1867,139,7,1,0
1868,140,7,1,0
1869,141,7,1,0
1870,142,7,1,0
1871,143,7,1,0
1872,144,7,1,0
1873,145,7,1,0
1874,146,7,1,0
1875,147,7,1,0
1876,148,7,1,0
1877,149,7,1,0
1878,150,7,1,0
1879,151,7,1,0
1880,152,7,1,0
1881,153,7,1,0
1882,154,7,1,0
1883,155,7,1,0
1884,156,7,1,0
1885,157,7,1,0
1886,158,7,1,0
1887,159,7,1,0
1888,160,7,1,0
1889,161,7,1,0
1890,162,7,1,0
1891,163,7,1,0
1892,164,7,1,0
1893,165,7,1,0
1894,166,7,1,0
1895,167,7,1,0
1896,168,7,1,0
1897,169,7,1,0
1898,170,7,1,0
1899,171,7,1,0
1900,172,7,1,0
1901,173,7,1,0
1902,174,7,1,0
1903,175,7,1,0
1904,176,7,1,0
1905,177,7,1,0
1906,178,7,1,0
1907,179,7,1,0
1908,180,7,1,0
1909,181,7,1,0
1910,182,7,1,0
1911,183,7,1,0
1912,184,7,1,0
1913,185,7,1,0
1914,186,7,1,0
1915,187,7,1,0
1916,188,7,1,0
1917,189,7,1,0
1918,190,7,1,0
1919,191,7,1,0
1920,192,7,1,0
1921,193,7,1,0
1922,194,7,1,0
1923,195,7,1,0
1924,196,7,1,0
1925,197,7,1,0
1926,198,7,1,0
1927,199,7,1,0
1928,200,7,1,0
1929,201,7,1,0
1930,202,7,1,0
1931,203,7,1,0
1932,204,7,1,0
1933,205,7,1,0
1934,206,7,1,0
1935,207,7,1,0
1936,208,7,1,0
1937,209,7,1,0
1938,210,7,1,0
1939,211,7,1,0
1940,212,7,1,0
1941,213,7,1,0
1942,214,7,1,0
1943,215,7,1,0
1944,216,7,1,0
1945,217,7,1,0
1946,218,7,1,0
1947,219,7,1,0
1948,220,7,1,0
1949,221,7,1,0
1950,222,7,1,0
1951,223,7,1,0
1952,224,7,1,0
1953,225,7,1,0
1954,226,7,1,0
1955,227,7,1,0
1956,228,7,1,0
1957,229,7,1,0
1958,230,7,1,0
1959,231,7,1,0
1960,232,7,1,0
1961,233,7,1,0
1962,234,7,1,0
1963,235,7,1,0
1964,236,7,1,0
1965,237,7,1,0
1966,238,7,1,0
1967,239,7,1,0
1968,240,7,1,0
1969,241,7,1,0
1970,242,7,1,0
1971,243,7,1,0
1972,244,7,1,0
1973,245,7,1,0
1974,246,7,1,0
1975,247,7,1,0
1976,248,7,1,0
1977,249,7,1,0
1978,250,7,1,0
1979,251,7,1,0
1980,252,7,1,0
1981,253,7,1,0
1982,254,7,1,0
1983,255,7,1,0
1984,256,7,1,0
1985,257,7,1,0
1986,258,7,1,0
1987,259,7,1,0
1988,260,7,1,0
1989,261,7,1,0
1990,262,7,1,0
1991,263,7,1,0
1992,264,7,1,0
1993,265,7,1,0
1994,266,7,1,0
1995,267,7,1,0
1996,268,7,1,0
1997,269,7,1,0
1998,270,7,1,0
1999,271,7,1,0
2000,272,7,1,0
2001,273,7,1,0
2002,274,7,1,0
2003,275,7,1,0
2004,276,7,1,0
2005,277,7,1,0
2006,278,7,1,0
2007,279,7,1,0
2008,280,7,1,0
2009,281,7,1,0
2010,282,7,1,0
2011,283,7,1,0
2012,284,7,1,0
2013,285,7,1,0
2014,286,7,1,0
2015,287,7,1,0
2016,288,7,1,0
2017,1,1,2,0
2018,2,1,2,0
2019,3,1,2,0
2020,4,1,2,0
2021,5,1,2,0
2022,6,1,2,0
2023,7,1,2,0
2024,8,1,2,0
2025,9,1,2,0
2026,10,1,2,0
2027,11,1,2,0
2028,12,1,2,0
2029,13,1,2,0
2030,14,1,2,0
2031,15,1,2,0
2032,16,1,2,0
2033,17,1,2,0
2034,18,1,2,0
2035,19,1,2,0
2036,20,1,2,0
2037,21,1,2,0
2038,22,1,2,0
2039,23,1,2,0
2040,24,1,2,0
2041,25,1,2,0
2042,26,1,2,0
2043,27,1,2,0
2044,28,1,2,0
2045,29,1,2,0
2046,30,1,2,0
2047,31,1,2,0
2048,32,1,2,0
2049,33,1,2,0
2050,34,1,2,0
2051,35,1,2,0
2052,36,1,2,0
2053,37,1,2,0
2054,38,1,2,0
2055,39,1,2,0
2056,40,1,2,0
2057,41,1,2,0
2058,42,1,2,0
2059,43,1,2,0
2060,44,1,2,0
2061,45,1,2,0
2062,46,1,2,0
2063,47,1,2,0
2064,48,1,2,0
2065,49,1,2,0
2066,50,1,2,0
2067,51,1,2,0
2068,52,1,2,0
2069,53,1,2,0
2070,54,1,2,0
2071,55,1,2,0
2072,56,1,2,0
2073,57,1,2,0
2074,58,1,2,0
2075,59,1,2,0
2076,60,1,2,0
2077,61,1,2,0
2078,62,1,2,0
2079,63,1,2,0
2080,64,1,2,0
2081,65,1,2,0
2082,66,1,2,0
2083,67,1,2,0
2084,68,1,2,0
2085,69,1,2,0
2086,70,1,2,0
2087,71,1,2,0
2088,72,1,2,0
2089,73,1,2,0
2090,74,1,2,0
2091,75,1,2,0
2092,76,1,2,0
2093,77,1,2,0
2094,78,1,2,0
2095,79,1,2,0
2096,80,1,2,0
2097,81,1,2,0
2098,82,1,2,0
2099,83,1,2,0
2100,84,1,2,0
2101,85,1,2,0
2102,86,1,2,0
2103,87,1,2,0
2104,88,1,2,0
2105,89,1,2,0
2106,90,1,2,0
2107,91,1,2,0
2108,92,1,2,0
2109,93,1,2,0
2110,94,1,2,0
2111,95,1,2,0
2112,96,1,2,0
2113,97,1,2,0
2114,98,1,2,0
2115,99,1,2,0
2116,100,1,2,0
2117,101,1,2,0
2118,102,1,2,0
2119,103,1,2,0
2120,104,1,2,0
2121,105,1,2,0
2122,106,1,2,0
2123,107,1,2,0
2124,108,1,2,0
2125,109,1,2,0
2126,110,1,2,0
2127,111,1,2,0
2128,112,1,2,0
2129,113,1,2,0
2130,114,1,2,0
2131,115,1,2,0
2132,116,1,2,0
2133,117,1,2,0
2134,118,1,2,0
2135,119,1,2,0
2136,120,1,2,0
2137,121,1,2,0
2138,122,1,2,0
2139,123,1,2,0
2140,124,1,2,0
2141,125,1,2,0
2142,126,1,2,0
2143,127,1,2,0
2144,128,1,2,0
2145,129,1,2,0
2146,130,1,2,0
2147,131,1,2,0
2148,132,1,2,0
2149,133,1,2,0
2150,134,1,2,0
2151,135,1,2,0
2152,136,1,2,0
2153,137,1,2,0
2154,138,1,2,0
2155,139,1,2,0
2156,140,1,2,0
2157,141,1,2,0
2158,142,1,2,0
2159,143,1,2,0
2160,144,1,2,0
2161,145,1,2,0
2162,146,1,2,0
2163,147,1,2,1
2164,148,1,2,1
2165,149,1,2,1
2166,150,1,2,1
2167,151,1,2,1
2168,152,1,2,1
2169,153,1,2,1
2170,154,1,2,1
2171,155,1,2,1
2172,156,1,2,1
2173,157,1,2,1
2174,158,1,2,1
2175,159,1,2,1
2176,160,1,2,1
2177,161,1,2,1
2178,162,1,2,1
2179,163,1,2,1
2180,164,1,2,1
2181,165,1,2,1
2182,166,1,2,1
2183,167,1,2,1
2184,168,1,2,1
2185,169,1,2,1
2186,170,1,2,1
2187,171,1,2,1
2188,172,1,2,1
2189,173,1,2,1
2190,174,1,2,1
2191,175,1,2,1
2192,176,1,2,1
2193,177,1,2,1
2194,178,1,2,1
2195,179,1,2,1
2196,180,1,2,1
2197,181,1,2,1
2198,182,1,2,1
2199,183,1,2,1
2200,184,1,2,1
2201,185,1,2,1
2202,186,1,2,1
2203,187,1,2,1
2204,188,1,2,1
2205,189,1,2,1
2206,190,1,2,1
2207,191,1,2,1
2208,192,1,2,1
2209,193,1,2,1
2210,194,1,2,1
2211,195,1,2,1
2212,196,1,2,1
2213,197,1,2,1
2214,198,1,2,1
2215,199,1,2,1
2216,200,1,2,1
2217,201,1,2,1
2218,202,1,2,1
2219,203,1,2,1
2220,204,1,2,1
2221,205,1,2,1
2222,206,1,2,1
2223,207,1,2,1
2224,208,1,2,1
2225,209,1,2,1
2226,210,1,2,1
2227,211,1,2,1
2228,212,1,2,1
2229,213,1,2,1
2230,214,1,2,0
2231,215,1,2,0
2232,216,1,2,0
2233,217,1,2,0
2234,218,1,2,0
2235,219,1,2,0
2236,220,1,2,0
2237,221,1,2,0
2238,222,1,2,0
2239,223,1,2,0
2240,224,1,2,0
2241,225,1,2,0
2242,226,1,2,0
2243,227,1,2,0
2244,228,1,2,0
2245,229,1,2,0
2246,230,1,2,0
2247,231,1,2,0
2248,232,1,2,0
2249,233,1,2,0
2250,234,1,2,0
2251,235,1,2,0
2252,236,1,2,0
2253,237,1,2,0
2254,238,1,2,0
2255,239,1,2,0
2256,240,1,2,0
2257,241,1,2,0
2258,242,1,2,0
2259,243,1,2,0
2260,244,1,2,0
2261,245,1,2,0
2262,246,1,2,0
2263,247,1,2,0
2264,248,1,2,0
2265,249,1,2,0
2266,250,1,2,0
2267,251,1,2,0
2268,252,1,2,0
2269,253,1,2,0
2270,254,1,2,0
2271,255,1,2,0
2272,256,1,2,0
2273,257,1,2,0
2274,258,1,2,0
2275,259,1,2,0
2276,260,1,2,0
2277,261,1,2,0
2278,262,1,2,0
2279,263,1,2,0
2280,264,1,2,0
2281,265,1,2,0
2282,266,1,2,0
2283,267,1,2,0
2284,268,1,2,0
2285,269,1,2,0
2286,270,1,2,0
2287,271,1,2,0
2288,272,1,2,0
2289,273,1,2,0
2290,274,1,2,0
2291,275,1,2,0
2292,276,1,2,0
2293,277,1,2,0
2294,278,1,2,0
2295,279,1,2,0
2296,280,1,2,0
2297,281,1,2,0
2298,282,1,2,0
2299,283,1,2,0
2300,284,1,2,0
2301,285,1,2,0
2302,286,1,2,0
2303,287,1,2,0
2304,288,1,2,0
2305,1,2,2,0
2306,2,2,2,0
2307,3,2,2,0
2308,4,2,2,0
2309,5,2,2,0
2310,6,2,2,0
2311,7,2,2,0
2312,8,2,2,0
2313,9,2,2,0
2314,10,2,2,0
2315,11,2,2,0
2316,12,2,2,0
2317,13,2,2,0
2318,14,2,2,0
2319,15,2,2,0
2320,16,2,2,0
2321,17,2,2,0
2322,18,2,2,0
2323,19,2,2,0
2324,20,2,2,0
2325,21,2,2,0
2326,22,2,2,0
2327,23,2,2,0
2328,24,2,2,0
2329,25,2,2,0
2330,26,2,2,0
2331,27,2,2,0
2332,28,2,2,0
2333,29,2,2,0
2334,30,2,2,0
2335,31,2,2,0
2336,32,2,2,0
2337,33,2,2,0
2338,34,2,2,0
2339,35,2,2,0
2340,36,2,2,0
2341,37,2,2,0
2342,38,2,2,0
2343,39,2,2,0
2344,40,2,2,0
2345,41,2,2,0
2346,42,2,2,0
2347,43,2,2,0
2348,44,2,2,0
2349,45,2,2,0
2350,46,2,2,0
2351,47,2,2,0
2352,48,2,2,0
2353,49,2,2,0
2354,50,2,2,0
2355,51,2,2,0
2356,52,2,2,0
2357,53,2,2,0
2358,54,2,2,0
2359,55,2,2,0
2360,56,2,2,0
2361,57,2,2,0
2362,58,2,2,0
2363,59,2,2,0
2364,60,2,2,0
2365,61,2,2,0
2366,62,2,2,0
2367,63,2,2,0
2368,64,2,2,0
2369,65,2,2,0
2370,66,2,2,0
2371,67,2,2,0
2372,68,2,2,0
2373,69,2,2,0
2374,70,2,2,0
2375,71,2,2,0
2376,72,2,2,0
2377,73,2,2,0
2378,74,2,2,0
2379,75,2,2,0
2380,76,2,2,0
2381,77,2,2,0
2382,78,2,2,0
2383,79,2,2,0
2384,80,2,2,0
2385,81,2,2,0
2386,82,2,2,0
2387,83,2,2,0
2388,84,2,2,0
2389,85,2,2,0
2390,86,2,2,0
2391,87,2,2,0
2392,88,2,2,0
2393,89,2,2,0
2394,90,2,2,0
2395,91,2,2,0
2396,92,2,2,0
2397,93,2,2,0
2398,94,2,2,0
2399,95,2,2,0
2400,96,2,2,0
2401,97,2,2,0
2402,98,2,2,0
2403,99,2,2,0
2404,100,2,2,0
2405,101,2,2,0
2406,102,2,2,0
2407,103,2,2,0
2408,104,2,2,0
2409,105,2,2,0
2410,106,2,2,0
2411,107,2,2,0
2412,108,2,2,0
2413,109,2,2,0
2414,110,2,2,0
2415,111,2,2,0
2416,112,2,2,0
2417,113,2,2,1
2418,114,2,2,1
2419,115,2,2,1
2420,116,2,2,1
2421,117,2,2,1
2422,118,2,2,1
2423,119,2,2,1
2424,120,2,2,1
2425,121,2,2,1
2426,122,2,2,1
2427,123,2,2,1
2428,124,2,2,1
2429,125,2,2,1
2430,126,2,2,1
2431,127,2,2,1
2432,128,2,2,1
2433,129,2,2,1
2434,130,2,2,1
2435,131,2,2,1
2436,132,2,2,1
2437,133,2,2,1
2438,134,2,2,1
2439,135,2,2,1
2440,136,2,2,1
2441,137,2,2,1
2442,138,2,2,1
2443,139,2,2,1
2444,140,2,2,1
2445,141,2,2,1
2446,142,2,2,1
2447,143,2,2,1
2448,144,2,2,1
2449,145,2,2,1
2450,146,2,2,1
2451,147,2,2,1
2452,148,2,2,1
2453,149,2,2,1
2454,150,2,2,1
2455,151,2,2,1
2456,152,2,2,1
2457,153,2,2,1
2458,154,2,2,1
2459,155,2,2,1
2460,156,2,2,1
2461,157,2,2,1
2462,158,2,2,1
2463,159,2,2,1
2464,160,2,2,1
2465,161,2,2,1
2466,162,2,2,1
2467,163,2,2,1
2468,164,2,2,1
2469,165,2,2,1
2470,166,2,2,1
2471,167,2,2,1
2472,168,2,2,1
2473,169,2,2,1
2474,170,2,2,1
2475,171,2,2,1
2476,172,2,2,1
2477,173,2,2,1
2478,174,2,2,1
2479,175,2,2,1
2480,176,2,2,1
2481,177,2,2,1
2482,178,2,2,1
2483,179,2,2,1
2484,180,2,2,1
2485,181,2,2,1
2486,182,2,2,1
2487,183,2,2,1
2488,184,2,2,1
2489,185,2,2,1
2490,186,2,2,1
2491,187,2,2,1
2492,188,2,2,1
2493,189,2,2,1
2494,190,2,2,1
2495,191,2,2,1
2496,192,2,2,1
2497,193,2,2,1
2498,194,2,2,1
2499,195,2,2,1
2500,196,2,2,1
2501,197,2,2,1
2502,198,2,2,1
2503,199,2,2,1
2504,200,2,2,1
2505,201,2,2,1
2506,202,2,2,1
2507,203,2,2,1
2508,204,2,2,1
2509,205,2,2,1
2510,206,2,2,1
2511,207,2,2,1
2512,208,2,2,1
2513,209,2,2,1
2514,210,2,2,1
2515,211,2,2,1
2516,212,2,2,1
2517,213,2,2,1
2518,214,2,2,1
2519,215,2,2,1
2520,216,2,2,0
2521,217,2,2,0
2522,218,2,2,0
2523,219,2,2,0
2524,220,2,2,0
2525,221,2,2,0
2526,222,2,2,0
2527,223,2,2,0
2528,224,2,2,0
2529,225,2,2,0
2530,226,2,2,0
2531,227,2,2,0
2532,228,2,2,0
2533,229,2,2,0
2534,230,2,2,0
2535,231,2,2,0
2536,232,2,2,0
2537,233,2,2,0
2538,234,2,2,0
2539,235,2,2,0
2540,236,2,2,0
2541,237,2,2,0
2542,238,2,2,0
2543,239,2,2,0
2544,240,2,2,0
2545,241,2,2,0
2546,242,2,2,0
2547,243,2,2,0
2548,244,2,2,0
2549,245,2,2,0
2550,246,2,2,0
2551,247,2,2,0
2552,248,2,2,0
2553,249,2,2,0
2554,250,2,2,0
2555,251,2,2,0
2556,252,2,2,0
2557,253,2,2,0
2558,254,2,2,0
2559,255,2,2,0
2560,256,2,2,0
2561,257,2,2,0
2562,258,2,2,0
2563,259,2,2,0
2564,260,2,2,0
2565,261,2,2,0
2566,262,2,2,0
2567,263,2,2,0
2568,264,2,2,0
2569,265,2,2,0
2570,266,2,2,0
2571,267,2,2,0
2572,268,2,2,0
2573,269,2,2,0
2574,270,2,2,0
2575,271,2,2,0
2576,272,2,2,0
2577,273,2,2,0
2578,274,2,2,0
2579,275,2,2,0
2580,276,2,2,0
2581,277,2,2,0
2582,278,2,2,0
2583,279,2,2,0
2584,280,2,2,0
2585,281,2,2,0
2586,282,2,2,0
2587,283,2,2,0
2588,284,2,2,0
2589,285,2,2,0
2590,286,2,2,0
2591,287,2,2,0
2592,288,2,2,0
2593,1,3,2,0
2594,2,3,2,0
2595,3,3,2,0
2596,4,3,2,0
2597,5,3,2,0
2598,6,3,2,0
2599,7,3,2,0
2600,8,3,2,0
2601,9,3,2,0
2602,10,3,2,0
2603,11,3,2,0
2604,12,3,2,0
2605,13,3,2,0
2606,14,3,2,0
2607,15,3,2,0
2608,16,3,2,0
2609,17,3,2,0
2610,18,3,2,0
2611,19,3,2,0
2612,20,3,2,0
2613,21,3,2,0
2614,22,3,2,0
2615,23,3,2,0
2616,24,3,2,0
2617,25,3,2,0
2618,26,3,2,0
2619,27,3,2,0
2620,28,3,2,0
2621,29,3,2,0
2622,30,3,2,0
2623,31,3,2,0
2624,32,3,2,0
2625,33,3,2,0
2626,34,3,2,0
2627,35,3,2,0
2628,36,3,2,0
2629,37,3,2,0
2630,38,3,2,0
2631,39,3,2,0
